,income,loan_amount,property_value,combined_loan_to_value_ratio,tract_minority_population_percent,occupancy_type,loan_purpose,loan_type,iso_score,anomaly_votes,category,global_outlier,contextual_outlier
12530,686.0,1015000,1355000.0,75.0,4.31,Second_Residence,Home_Purchase,Conventional,0.5505276438593617,1,Global outlier,True,False
12553,532.0,1265000,1705000.0,74.225,9.67,Principal_Residence,CashOut_Refinance,Conventional,0.5561013204105029,1,Global outlier,True,False
12564,95.0,565000,665000.0,85.0,34.55,Investment,Home_Purchase,Conventional,0.5031082342465809,1,Global outlier,True,False
12573,18.0,705000,1195000.0,78.353,39.19,Principal_Residence,Refinance,Conventional,0.49626831953249095,1,Global outlier,True,False
12579,303.0,755000,995000.0,75.01,50.93,Second_Residence,Home_Purchase,Conventional,0.4910188858199014,2,Global outlier,True,False
12583,104.0,205000,375000.0,78.353,43.86,Investment,Refinance,Conventional,0.4016587714865506,0,Normal,False,False
12606,240.0,385000,405000.0,95.0,0.0,Principal_Residence,Home_Purchase,FHA,0.5448705589808207,2,Global outlier,True,False
12607,50.0,215000,375000.0,59.18,94.96,Principal_Residence,CashOut_Refinance,Conventional,0.4756282611508153,0,Normal,False,False
12615,300.0,525000,4005000.0,14.0,7.23,Principal_Residence,Home_Purchase,Conventional,0.6290682855985417,2,Global outlier,True,False
12630,111.0,295000,395000.0,78.353,8.46,Principal_Residence,Home_Purchase,Conventional,0.3564015176319053,0,Normal,False,False
12636,158.0,15000,285000.0,31.928,28.01,Principal_Residence,Home_Improvement,Conventional,0.4377377680071849,0,Normal,False,False
12638,95.0,55000,165000.0,78.353,43.91,Investment,Home_Purchase,Conventional,0.46793922361244994,1,Global outlier,True,False
12645,78.0,165000,405000.0,39.506,14.07,Second_Residence,Home_Purchase,Conventional,0.3920543296940243,0,Normal,False,False
12656,61.0,25000,485000.0,5.159,35.13,Principal_Residence,Other,Conventional,0.537547067741001,1,Global outlier,True,False
12713,68.0,265000,265000.0,100.0,76.77,Principal_Residence,Home_Purchase,Conventional,0.3934832196137404,0,Normal,False,False
12717,587.0,805000,1905000.0,42.106,26.24,Principal_Residence,Other,Conventional,0.5664094054171367,1,Global outlier,True,False
12718,1057.0,3195000,6005000.0,53.3,22.95,Principal_Residence,Refinance,Conventional,0.7171493603275191,4,Both (global + contextual),True,True
12735,94.0,495000,375000.0,78.353,0.0,Principal_Residence,Home_Purchase,FHA,0.5322583027348907,3,Both (global + contextual),True,True
12741,94.0,265000,395000.0,67.089,18.23,Principal_Residence,Home_Purchase,Conventional,0.3635788266323444,0,Normal,False,False
12746,97.0,235000,375000.0,78.353,0.0,Principal_Residence,Home_Purchase,Conventional,0.5127892505200035,1,Global outlier,True,False
12759,86.0,25000,375000.0,78.353,78.24,Principal_Residence,Home_Purchase,Conventional,0.4350443925708571,0,Normal,False,False
12773,94.0,525000,555000.0,95.0,0.0,Principal_Residence,Home_Purchase,Conventional,0.5392736226534324,2,Global outlier,True,False
12797,390.0,55000,455000.0,76.667,37.8,Second_Residence,Home_Improvement,Conventional,0.39572396490233763,0,Normal,False,False
12808,100.0,125000,375000.0,78.353,10.47,Principal_Residence,CashOut_Refinance,Conventional,0.3567407391361937,0,Normal,False,False
12819,217.0,55000,375000.0,78.353,6.32,Principal_Residence,Other,Conventional,0.3849177370181309,0,Normal,False,False
12821,64.0,335000,375000.0,78.353,43.27,Principal_Residence,Refinance,Conventional,0.3524163977140783,0,Normal,False,False
12828,840.0,255000,2955000.0,55.64,34.23,Principal_Residence,Other,Conventional,0.5651157065879427,1,Global outlier,True,False
12830,792.0,905000,375000.0,78.353,91.19,Principal_Residence,Home_Purchase,Conventional,0.5397312718401677,1,Contextual/local outlier,False,True
12840,96.0,185000,235000.0,80.0,81.48,Principal_Residence,Home_Purchase,Conventional,0.3812610069590983,0,Normal,False,False
12844,110.0,295000,365000.0,80.0,40.02,Principal_Residence,Home_Purchase,Conventional,0.39855353700712315,0,Normal,False,False
12867,95.0,55000,425000.0,74.62,10.21,Principal_Residence,CashOut_Refinance,Conventional,0.4568511964076129,1,Global outlier,True,False
12875,86.0,285000,355000.0,80.0,22.81,Principal_Residence,Refinance,Conventional,0.448892496457069,1,Global outlier,True,False
12881,255.0,1005000,1265000.0,80.0,55.33,Principal_Residence,Home_Purchase,Conventional,0.4940207562767521,1,Global outlier,True,False
12885,65.0,15000,225000.0,62.154,20.63,Principal_Residence,Refinance,Conventional,0.4576102976317579,0,Normal,False,False
12901,93.0,255000,375000.0,27.78,0.0,Principal_Residence,Home_Purchase,Conventional,0.5734402215983209,2,Global outlier,True,False
12902,0.0,5465000,7805000.0,70.0,17.47,Principal_Residence,Home_Purchase,Conventional,0.6890267437617279,3,Global outlier,True,False
12912,259.0,975000,1395000.0,78.353,60.66,Principal_Residence,Home_Purchase,Conventional,0.5375788946286204,2,Global outlier,True,False
12916,305.0,165000,345000.0,47.368,51.2,Investment,Home_Purchase,Conventional,0.5050311552427884,2,Both (global + contextual),True,True
12923,94.0,535000,655000.0,81.538,0.0,Principal_Residence,Home_Purchase,Conventional,0.5339194366080122,1,Global outlier,True,False
12936,85.0,105000,115000.0,92.0,9.83,Principal_Residence,Refinance,Conventional,0.4760590091283249,1,Global outlier,True,False
12958,103.0,155000,405000.0,38.0,9.46,Principal_Residence,CashOut_Refinance,Conventional,0.4169618296264495,0,Normal,False,False
12961,95.0,315000,325000.0,97.0,78.87,Principal_Residence,Home_Purchase,Conventional,0.3858590266349761,0,Normal,False,False
12962,171.0,1205000,2005000.0,60.0,0.0,Second_Residence,Home_Purchase,Conventional,0.6320877711210882,4,Both (global + contextual),True,True
12973,50.0,165000,635000.0,25.316,11.4,Principal_Residence,Refinance,Conventional,0.4518877950168425,0,Normal,False,False
12990,769.0,65000,685000.0,78.26,8.89,Principal_Residence,Other,Conventional,0.4818228273947908,1,Contextual/local outlier,False,True
13010,73.0,245000,255000.0,78.353,34.45,Principal_Residence,Home_Purchase,Conventional,0.4119464221803549,0,Normal,False,False
13016,95.0,405000,505000.0,80.0,15.73,Investment,Refinance,Conventional,0.4641747727245516,1,Global outlier,True,False
13048,95.0,225000,275000.0,78.353,40.21,Principal_Residence,Home_Purchase,VA,0.3573690968659271,0,Normal,False,False
13050,64.0,165000,185000.0,90.0,8.59,Principal_Residence,Home_Purchase,Conventional,0.4089271199416162,0,Normal,False,False
13075,125.0,255000,605000.0,66.01,38.52,Principal_Residence,Home_Improvement,Conventional,0.4204562674392477,0,Normal,False,False
13094,48.0,5000,195000.0,102.0,16.88,Principal_Residence,Home_Purchase,Conventional,0.4658421890704468,0,Normal,False,False
13115,35.0,15000,115000.0,15.086,9.67,Principal_Residence,Home_Improvement,Conventional,0.5187624724197775,0,Normal,False,False
13116,150.0,395000,495000.0,80.0,11.05,Principal_Residence,Other,Conventional,0.4432776824348863,0,Normal,False,False
13120,65.0,215000,385000.0,55.99,81.42,Principal_Residence,Home_Improvement,Conventional,0.4494053845988727,0,Normal,False,False
13125,95.0,395000,485000.0,81.265,32.25,Investment,Home_Purchase,Conventional,0.46381065092110046,1,Global outlier,True,False
13127,168.0,475000,505000.0,94.3,45.94,Principal_Residence,Home_Purchase,FHA,0.3733715853632019,0,Normal,False,False
13151,486.0,895000,1115000.0,78.353,6.88,Second_Residence,Home_Purchase,Conventional,0.47755377760883566,1,Global outlier,True,False
13161,95.0,245000,415000.0,78.353,22.44,Principal_Residence,Refinance,FHA,0.389346578237776,0,Normal,False,False
13162,52.0,295000,395000.0,75.0,45.17,Principal_Residence,CashOut_Refinance,Conventional,0.37026671180456233,0,Normal,False,False
13168,406.0,815000,1025000.0,80.0,43.66,Principal_Residence,Home_Purchase,Conventional,0.4950250781944708,1,Global outlier,True,False
13174,240.0,55000,1195000.0,6.38,55.4,Principal_Residence,Home_Improvement,Conventional,0.5252026113676559,1,Global outlier,True,False
13188,308.0,1165000,1835000.0,63.413,17.92,Principal_Residence,Refinance,Conventional,0.5705414695193651,2,Global outlier,True,False
13212,95.0,35000,45000.0,79.07,22.92,Investment,Home_Purchase,Conventional,0.4732804468500313,1,Global outlier,True,False
13216,151.0,195000,275000.0,70.0,83.05,Investment,CashOut_Refinance,Conventional,0.438443563568963,1,Contextual/local outlier,False,True
13226,217.0,655000,1145000.0,57.37,7.17,Second_Residence,Home_Purchase,Conventional,0.47376227896177864,1,Global outlier,True,False
13239,89.0,335000,365000.0,93.0,48.48,Principal_Residence,Home_Purchase,Conventional,0.3598410626070349,0,Normal,False,False
13240,145.0,245000,255000.0,78.353,34.45,Principal_Residence,Home_Purchase,Conventional,0.3723297275689595,0,Normal,False,False
13241,133.0,225000,755000.0,71.195,93.05,Principal_Residence,Home_Improvement,Conventional,0.4192166249762607,0,Normal,False,False
13249,95.0,165000,285000.0,78.353,33.54,Principal_Residence,Home_Purchase,FHA,0.348754096955805,0,Normal,False,False
13252,144.0,25000,375000.0,78.353,81.89,Principal_Residence,Home_Improvement,Conventional,0.5089978782610333,1,Global outlier,True,False
13253,95.0,31505000,40855000.0,77.11,23.94,Investment,Refinance,Conventional,0.713100946432635,4,Both (global + contextual),True,True
13264,931.0,105000,375000.0,78.353,13.1,Investment,Home_Purchase,Conventional,0.4587476280817588,1,Contextual/local outlier,False,True
13282,30.0,135000,225000.0,60.0,44.46,Principal_Residence,Home_Purchase,Conventional,0.4028789614520341,0,Normal,False,False
13293,95.0,265000,355000.0,75.0,11.48,Investment,Home_Purchase,Conventional,0.4585020142591126,1,Global outlier,True,False
13297,95.0,75000,105000.0,78.353,23.7,Investment,Home_Purchase,Conventional,0.40362673217783945,0,Normal,False,False
13313,500.0,75000,1495000.0,99.97,23.68,Principal_Residence,Home_Improvement,Conventional,0.5470995985113787,1,Global outlier,True,False
13339,86.0,205000,655000.0,30.3,18.57,Principal_Residence,Home_Improvement,Conventional,0.48681153677322414,1,Contextual/local outlier,False,True
13343,69.0,75000,375000.0,78.353,47.27,Principal_Residence,Other,Conventional,0.39976118293457796,0,Normal,False,False
13369,108.0,205000,205000.0,99.39,38.47,Principal_Residence,Home_Purchase,Conventional,0.41903282876231673,0,Normal,False,False
13383,97.0,145000,375000.0,78.353,8.83,Principal_Residence,CashOut_Refinance,Conventional,0.35194263771978523,0,Normal,False,False
13389,100.0,205000,315000.0,63.291,9.87,Principal_Residence,Refinance,Conventional,0.4389076162987918,0,Normal,False,False
13391,99.0,305000,305000.0,78.353,41.16,Principal_Residence,Home_Purchase,FHA,0.3646726584952979,0,Normal,False,False
13431,297.0,975000,1925000.0,51.0,33.34,Second_Residence,Home_Purchase,Conventional,0.5276159395137696,1,Global outlier,True,False
13436,104.0,185000,835000.0,89.667,24.4,Principal_Residence,Home_Improvement,Conventional,0.44373837983388753,1,Global outlier,True,False
13452,42.0,175000,215000.0,80.0,5.99,Principal_Residence,CashOut_Refinance,Conventional,0.36450818739113716,0,Normal,False,False
13455,105.0,135000,1005000.0,28.79,90.43,Principal_Residence,Refinance,Conventional,0.545546914907716,2,Global outlier,True,False
13458,570.0,505000,1755000.0,28.572,46.12,Principal_Residence,Home_Purchase,Conventional,0.5657326631506905,2,Both (global + contextual),True,True
13460,145.0,55000,375000.0,78.353,65.34,Principal_Residence,Home_Improvement,Conventional,0.5111795331399531,1,Global outlier,True,False
13465,70.0,25000,405000.0,41.428,47.04,Principal_Residence,Other,Conventional,0.49033136625698104,1,Global outlier,True,False
13474,43.0,105000,135000.0,76.92,6.13,Principal_Residence,Home_Purchase,Conventional,0.3731332373466528,0,Normal,False,False
13485,121.0,45000,355000.0,83.6514,18.19,Principal_Residence,Other,Conventional,0.3749554491758398,0,Normal,False,False
13492,42.0,115000,105000.0,101.03,49.85,Principal_Residence,Home_Purchase,Conventional,0.42934400657519045,0,Normal,False,False
13496,95.0,365000,435000.0,78.353,27.96,Principal_Residence,Refinance,Conventional,0.38203258104702237,0,Normal,False,False
13521,124.0,195000,375000.0,78.353,23.77,Principal_Residence,Refinance,Conventional,0.3798582204665213,0,Normal,False,False
13538,364.0,805000,1005000.0,80.0,9.78,Second_Residence,Home_Purchase,Conventional,0.4456513554980675,1,Global outlier,True,False
13539,70.0,155000,315000.0,55.238,7.39,Principal_Residence,Refinance,Conventional,0.4139941625858397,1,Contextual/local outlier,False,True
13556,192.0,355000,1325000.0,26.415,12.88,Principal_Residence,CashOut_Refinance,Conventional,0.5474192404028597,1,Global outlier,True,False
13563,134.0,315000,515000.0,60.58,16.62,Principal_Residence,CashOut_Refinance,FHA,0.37880072795464326,0,Normal,False,False
13585,159.0,395000,435000.0,89.667,33.27,Principal_Residence,Home_Purchase,Conventional,0.3838614934190211,0,Normal,False,False
13608,69.0,225000,225000.0,102.041,25.06,Principal_Residence,Home_Purchase,VA,0.39352793051335955,0,Normal,False,False
13635,37.0,5000,135000.0,101.46,6.56,Principal_Residence,Home_Purchase,Conventional,0.481071565393148,0,Normal,False,False
13675,120.0,495000,615000.0,80.0,50.26,Principal_Residence,CashOut_Refinance,FHA,0.3866898293940498,0,Normal,False,False
13681,237.0,495000,555000.0,89.455,51.96,Principal_Residence,Home_Purchase,Conventional,0.395077030708442,0,Normal,False,False
13694,95.0,495000,745000.0,78.353,98.19,Investment,Refinance,Conventional,0.5480840480431035,1,Global outlier,True,False
13695,52.0,125000,375000.0,78.353,7.21,Principal_Residence,CashOut_Refinance,FHA,0.41522667825390586,0,Normal,False,False
13701,382.0,585000,1895000.0,75.787,21.47,Principal_Residence,Refinance,Conventional,0.5772561248365697,2,Both (global + contextual),True,True
13703,125.0,465000,1025000.0,46.0,80.5,Principal_Residence,CashOut_Refinance,Conventional,0.4830127767512677,1,Global outlier,True,False
13706,102.0,385000,375000.0,78.353,22.39,Principal_Residence,Home_Purchase,FHA,0.3603977469278318,0,Normal,False,False
13713,64.0,285000,285000.0,78.353,11.0,Principal_Residence,Home_Purchase,VA,0.35347080058175373,0,Normal,False,False
13718,496.0,755000,1205000.0,63.83,4.0,Second_Residence,Other,Conventional,0.5664501715084695,2,Global outlier,True,False
13728,84.0,115000,375000.0,95.046,51.88,Principal_Residence,Home_Purchase,Conventional,0.386563882957684,0,Normal,False,False
13742,95.0,305000,475000.0,78.353,54.95,Principal_Residence,Home_Purchase,Conventional,0.36211397807314916,0,Normal,False,False
13748,42.0,35000,375000.0,78.353,83.88,Principal_Residence,Refinance,Conventional,0.38685720011312447,0,Normal,False,False
13754,95.0,315000,385000.0,78.353,7.28,Investment,Home_Purchase,Conventional,0.48962200023798175,1,Global outlier,True,False
13761,48.0,125000,375000.0,78.353,52.5,Principal_Residence,Home_Purchase,FHA,0.3761539291858839,0,Normal,False,False
13766,15.0,85000,375000.0,78.353,38.04,Principal_Residence,Home_Purchase,Conventional,0.3904393960268806,0,Normal,False,False
13770,272.0,645000,2145000.0,34.15,16.48,Principal_Residence,Refinance,Conventional,0.625450289478617,4,Both (global + contextual),True,True
13802,129.0,295000,365000.0,80.0,39.35,Principal_Residence,Home_Purchase,Conventional,0.42852203977804343,0,Normal,False,False
13806,65.0,45000,185000.0,21.39,88.72,Principal_Residence,Home_Improvement,Conventional,0.5161229092026829,0,Normal,False,False
13827,256.0,1005000,1255000.0,80.0,32.49,Second_Residence,Home_Purchase,Conventional,0.468960087144085,1,Global outlier,True,False
13839,92.0,405000,375000.0,78.353,37.76,Principal_Residence,Refinance,Conventional,0.3507652627455421,0,Normal,False,False
13846,132.0,365000,375000.0,78.353,58.58,Principal_Residence,Refinance,Conventional,0.3894242811384693,0,Normal,False,False
13876,405.0,1155000,2495000.0,46.185,12.58,Principal_Residence,CashOut_Refinance,Conventional,0.618901134272262,4,Both (global + contextual),True,True
13882,433.0,255000,855000.0,59.552,52.33,Principal_Residence,Other,Conventional,0.5074775798166644,1,Global outlier,True,False
13886,446.0,1495000,1875000.0,80.0,79.08,Principal_Residence,Home_Purchase,Conventional,0.6193328529514623,3,Global outlier,True,False
13891,130.0,605000,705000.0,85.714,0.0,Principal_Residence,Home_Purchase,Conventional,0.5472375809163074,1,Global outlier,True,False
13908,190.0,75000,735000.0,50.483,61.01,Principal_Residence,Home_Improvement,Conventional,0.47270338138829243,0,Normal,False,False
13921,60.0,245000,355000.0,69.71,56.39,Principal_Residence,Refinance,Conventional,0.38427257568830825,0,Normal,False,False
13926,231.0,255000,1235000.0,25.936,56.74,Principal_Residence,CashOut_Refinance,Conventional,0.5279636338541633,1,Global outlier,True,False
13935,398.0,905000,1125000.0,80.0,27.54,Second_Residence,Home_Purchase,Conventional,0.4656634486708101,1,Global outlier,True,False
13942,95.0,205000,405000.0,78.353,17.76,Principal_Residence,Home_Purchase,Conventional,0.39514146534664385,0,Normal,False,False
